Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Success,11,4,2016-09-28 18:12:25 -0600,2017-01-23 12:39:44 -0700,0:00:18
Test/TestA,Failure,27,13,2016-09-28 18:29:50 -0600,2017-01-23 10:41:34 -0700,0:00:01
Test/TestB,Success,2,0,2016-09-28 19:02:19 -0600,2016-12-07 14:35:08 -0500,0:00:00
GlobalDefine,Success,2,0,2017-01-19 14:50:51 -0700,2017-01-19 14:51:15 -0700,0:00:00
