Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-06-28 13:16:30.306 -0600,"Success",0:00:01,0,0,0,"20160628_131630.306/LogFile.txt","","",1
