Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
close,Success,45,10,2016-05-12 09:57:45 -0600,2016-06-28 09:17:48 -0600,0:00:17
close2,Success,1,0,2016-05-12 16:14:17 -0600,2016-05-12 16:14:17 -0600,0:00:04
index,Success,51,19,2016-05-11 14:13:25 -0600,2016-06-30 11:56:11 -0600,0:01:37
