Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Chrome,Success,4,0,2016-05-09 13:05:30 -0600,2016-05-09 13:09:46 -0600,0:00:03
Datepicker,Failure,12,9,2016-05-02 16:12:17 -0600,2016-05-04 16:00:27 -0600,0:00:03
Index,Failure,71,38,2016-04-25 16:25:42 -0600,2016-07-25 10:28:20 -0600,0:01:56
