Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-18 09:34:58.362 -0600,"Failure",0:00:00,1,0,0,"20160518_093458.362/LogFile.txt","","SenseTalk Runtime Exception -- Invalid operands for addition: expected numbers, dates and/or lists; got '(400,400)' and ''",0
