Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled1,Success,9,0,2017-02-22 12:50:36 -0700,2017-02-22 12:57:50 -0700,0:00:01
Untitled,Success,3,0,2017-02-22 12:46:26 -0700,2017-02-22 12:47:59 -0700,0:00:01
index,Success,50,2,2017-01-27 11:45:11 -0700,2017-02-22 12:41:19 -0700,0:00:04
