Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
AndroidLib,Success,1,0,2016-06-10 14:24:05 -0600,2016-06-10 14:24:05 -0600,0:00:03
index,Success,68,36,2016-05-17 15:44:03 -0600,2016-06-30 15:25:01 -0600,0:00:48
