Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Failure,23,11,2016-08-04 08:11:54 -0600,2016-09-14 09:15:15 -0400,0:00:34
spotify,Success,6,0,2016-08-04 11:48:48 -0600,2016-10-20 10:15:05 -0600,0:00:00
