Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Libraries/Twitter,Success,3,0,2017-01-03 14:49:20 -0700,2017-01-04 11:18:36 -0700,0:00:00
index,Success,11,1,2017-01-03 13:08:28 -0700,2017-01-12 10:00:21 -0700,0:00:30
